cik,institution,last_accesion_number,last_report_period,last_filing_date,total_value,total_holding,updated_on
1468395,"Crestwood Capital Management, L.P.",0001468395-24-000001,2023-12-31,2024-02-14,168870610,16,2024-04-04 03:42:30.223997
1891834,Crystalline Management Inc.,0001891834-24-000001,2023-12-31,2024-02-12,78960912,89,2024-04-04 03:42:30.223997
1754072,Curative Ventures V LLC,0000950123-24-001408,2023-12-31,2024-02-12,14470411,1,2024-04-04 03:42:30.223997
1353098,"Cutler Capital Management, LLC",0001353098-24-000001,2023-12-31,2024-02-13,241450621,106,2024-04-04 03:42:30.223997
1633896,Cypress Capital Management LLC (WY),0001398344-24-002094,2023-12-31,2024-02-05,91251033,172,2024-04-04 03:42:30.223997
1853322,DARK FOREST CAPITAL MANAGEMENT LP,0001853322-24-000002,2023-12-31,2024-02-14,666282905,426,2024-04-04 03:42:30.223997
1802493,"DCF Advisers, LLC",0001013594-24-000156,2023-12-31,2024-02-13,184274541,82,2024-04-04 03:42:30.223997
1134288,DE BURLO GROUP INC,0001062993-24-003021,2023-12-31,2024-02-13,575589967,81,2024-04-04 03:42:30.223997
846797,"DEAN INVESTMENT ASSOCIATES, LLC",0001536499-24-000001,2023-12-31,2024-02-09,699788000,206,2024-04-04 03:42:30.223997
1130991,DESTINY CAPITAL SECURITIES CORPORATION,0001965275-23-000004,2023-09-30,2023-11-13,123263038,55,2024-04-04 03:42:30.223997
1504665,"DFPG INVESTMENTS, LLC",0001085146-24-000121,2023-12-31,2024-01-10,1281414928,621,2024-04-04 03:42:30.223997
1054425,DILLON & ASSOCIATES INC,0001054425-24-000001,2023-12-31,2024-02-08,551306,78,2024-04-04 03:42:30.223997
1578299,"DLD Asset Management, LP",0001085146-24-001126,2023-12-31,2024-02-12,826691158,83,2024-04-04 03:42:30.223997
814375,"DONALD SMITH & CO., INC.",0000814375-24-000002,2023-12-31,2024-02-05,3898987760,64,2024-04-04 03:42:30.223997
1904152,"DOPKINS WEALTH MANAGEMENT, LLC",0001085146-24-000507,2023-12-31,2024-01-26,128551856,45,2024-04-04 03:42:30.223997
29915,DOW CHEMICAL CO /DE/,0000950123-24-001305,2023-12-31,2024-02-09,626673883,6,2024-04-04 03:42:30.223997
1481986,"DRW Securities, LLC",0001481986-24-000001,2023-12-31,2024-02-16,6350417728,310,2024-04-04 03:42:30.223997
1214639,DSM CAPITAL PARTNERS LLC,0000950123-24-001426,2023-12-31,2024-02-12,6538731565,129,2024-04-04 03:42:30.223997
765443,DUFF & PHELPS INVESTMENT MANAGEMENT CO,0001140361-24-005626,2023-12-31,2024-02-05,8305688204,248,2024-04-04 03:42:30.223997
1549575,"Dalal Street, LLC",0001549575-24-000005,2023-12-31,2024-02-14,248125343,4,2024-04-04 03:42:30.223997
1388838,Dalton Investments LLC,0001172661-24-001109,2023-12-31,2024-02-14,151081049,26,2024-04-04 03:42:30.223997
1823718,"Daventry Group, LP",0001172661-24-000827,2023-12-31,2024-02-13,232895285,9,2024-04-04 03:42:30.223997
1945894,"Davis Asset Management, L.P.",0001104659-24-013606,2023-12-31,2024-02-12,2036311491,32,2024-04-04 03:42:30.223997
1456228,DekaBank Deutsche Girozentrale,0001456228-24-000001,2023-12-31,2024-01-24,48728182,2143,2024-04-04 03:42:30.223997
1808389,"Delta Accumulation, LLC",0001808389-24-000001,2023-12-31,2024-02-13,632099636,181,2024-04-04 03:42:30.223997
1633391,Diana Davis Spencer Foundation,0001398344-24-003114,2023-12-31,2024-02-14,264142785,3,2024-04-04 03:42:30.223997
1308527,"Douglass Winthrop Advisors, LLC",0001308527-24-000003,2023-12-31,2024-02-12,4477338338,251,2024-04-04 03:42:30.223997
1842296,"E Fund Management Co., Ltd.",0001842296-24-000001,2023-12-31,2024-02-07,1578291971,306,2024-04-04 03:42:30.223997
790502,EAGLE ASSET MANAGEMENT INC,0001062993-24-002834,2023-12-31,2024-02-12,18650231788,558,2024-04-04 03:42:30.223997
1741619,EAM Global Investors LLC,0001104659-24-022494,2023-12-31,2024-02-14,414411360,98,2024-04-04 03:42:30.223997
1510989,"EAM Investors, LLC",0001104659-24-022487,2023-12-31,2024-02-14,563721548,232,2024-04-04 03:42:30.223997
1766150,EASTERLY INVESTMENT PARTNERS LLC,0001766150-24-000001,2023-12-31,2024-02-14,935223596,242,2024-04-04 03:42:30.223997
860561,EDGEWOOD MANAGEMENT LLC,0001062993-24-002887,2023-12-31,2024-02-13,34639793181,79,2024-04-04 03:42:30.223997
1649647,EDMOND DE ROTHSCHILD HOLDING S.A.,0000947871-24-000112,2023-12-31,2024-02-12,5587622862,1214,2024-04-04 03:42:30.223997
1764059,"ELEMENT POINTE ADVISORS, LLC",0001172661-24-000782,2023-12-31,2024-02-13,429626587,84,2024-04-04 03:42:30.223997
928400,ELKHORN PARTNERS LIMITED PARTNERSHIP,0000900440-24-000001,2023-12-31,2024-02-13,144477,48,2024-04-04 03:42:30.223997
1478394,"EMG Holdings, L.P.",0001085146-24-001172,2023-12-31,2024-02-13,609951195,65,2024-04-04 03:42:30.223997
1407543,ENVESTNET ASSET MANAGEMENT INC,0001214659-24-002458,2023-12-31,2024-02-13,241816696396,4042,2024-04-04 03:42:30.223997
1927623,"EPACRIA CAPITAL PARTNERS, LLC",0001754960-24-000094,2023-12-31,2024-02-14,124889826,54,2024-04-04 03:42:30.223997
1803058,EPG Wealth Management LLC,0001398344-24-003220,2023-12-31,2024-02-15,380169855,425,2024-04-04 03:42:30.223997
1793432,"EVOKE WEALTH, LLC",0001172661-24-000691,2023-12-31,2024-02-12,4672464649,591,2024-04-04 03:42:30.223997
1009003,EXCALIBUR MANAGEMENT CORP,0001085146-24-001063,2023-12-31,2024-02-12,212917599,160,2024-04-04 03:42:30.223997
1862864,Eagle Bay Advisors LLC,0001862864-24-000002,2023-12-31,2024-02-08,158194712,939,2024-04-04 03:42:30.223997
1767220,"Edge Capital Group, LLC",0001765380-24-000102,2023-12-31,2024-02-13,1795593066,303,2024-04-04 03:42:30.223997
1676623,"Edgehill Endowment Partners, LLC",0001676623-24-000002,2023-12-31,2024-02-09,672128779,6,2024-04-04 03:42:30.223997
1581811,Egerton Capital (UK) LLP,0001581811-24-000003,2023-12-31,2024-02-12,9232101334,22,2024-04-04 03:42:30.223997
1849486,Eisler Capital (UK) Ltd.,0001849486-24-000001,2023-12-31,2024-02-13,12896542282,734,2024-04-04 03:42:30.223997
1928502,Eisler Capital (US) LLC,0001849486-24-000002,2023-12-31,2024-02-13,3169074191,268,2024-04-04 03:42:30.223997
1638022,Elgethun Capital Management,0001420506-24-000328,2023-12-31,2024-02-14,353095910,154,2024-04-04 03:42:30.223997
1971875,"Empire Financial Management Company, LLC",0001971875-24-000001,2023-12-31,2024-02-15,255472599,450122,2024-04-04 03:42:30.223997
1986812,Employees' Retirement Fund of the City of Fort Worth,0001986812-24-000001,2023-12-31,2024-02-14,498790840,13,2024-04-04 03:42:30.223997
1387366,"Ensemble Capital Management, LLC",0001941040-24-000113,2023-12-31,2024-02-13,1123331289,23,2024-04-04 03:42:30.223997
1454984,"Ensign Peak Advisors, Inc",0001454984-24-000003,2023-12-31,2024-02-14,50513979408,1739,2024-04-04 03:42:30.223997
1998033,"Envestnet Portfolio Solutions, Inc.",0001214659-24-002099,2023-12-31,2024-02-07,24070904135,1531,2024-04-04 03:42:30.223997
1305841,"Epoch Investment Partners, Inc.",0001172661-24-000839,2023-12-31,2024-02-13,21963936641,885,2024-04-04 03:42:30.223997
1344717,Estabrook Capital Management,0001344717-24-000002,2023-12-31,2024-02-13,612218745,363,2024-04-04 03:42:30.223997
1954242,"Ethos Financial Group, LLC",0001954242-24-000001,2023-12-31,2024-02-07,469977,270,2024-04-04 03:42:30.223997
1844345,"Evolutionary Tree Capital Management, LLC",0001376474-24-000096,2023-12-31,2024-02-13,90570633,33,2024-04-04 03:42:30.223997
1736225,"ExodusPoint Capital Management, LP",0001736225-24-000003,2023-12-31,2024-02-14,15244268,1398,2024-04-04 03:42:30.223997
1877521,Exos TFP Holdings LLC,0001877521-24-000002,2023-12-31,2024-02-14,161871277,188,2024-04-04 03:42:30.223997
1166402,FCA CORP /TX,0001104659-24-012132,2023-12-31,2024-02-08,290880912,187,2024-04-04 03:42:30.223997
1056288,"FEDERATED HERMES, INC.",0001623632-24-000202,2023-12-31,2024-01-31,40281263610,3619,2024-04-04 03:42:30.223997
1653199,FFT WEALTH MANAGEMENT LLC,0000919574-24-000676,2023-12-31,2024-02-06,1155297309,137,2024-04-04 03:42:30.223997
764532,FIDUCIARY MANAGEMENT INC /WI/,0000764532-24-000001,2023-12-31,2024-02-14,10690920432,67,2024-04-04 03:42:30.223997
318989,FIL Ltd,0000318989-24-000092,2023-12-31,2024-02-13,95177134726,1455,2024-04-04 03:42:30.223997
1125816,FIRST TRUST ADVISORS LP,0001445546-24-001238,2023-12-31,2024-02-13,91643734584,2621,2024-04-04 03:42:30.223997
1006407,FISHMAN JAY A LTD/MI,0001006407-24-000002,2023-12-31,2024-01-24,873809388,92,2024-04-04 03:42:30.223997
315066,FMR LLC,0000315066-24-001639,2023-12-31,2024-02-13,1301824856715,13994,2024-04-04 03:42:30.223997
1742435,"FORA Capital, LLC",0001742435-24-000002,2023-12-31,2024-02-14,1164037515,414,2024-04-04 03:42:30.223997
1093219,FORMULA GROWTH LTD,0001011438-24-000178,2023-12-31,2024-02-13,312081415,128,2024-04-04 03:42:30.223997
1633517,"FORT, L.P.",0001214659-24-002492,2023-12-31,2024-02-14,40430874,145,2024-04-04 03:42:30.223997
1022314,FORTE CAPITAL LLC /ADV,0001140361-24-005823,2023-12-31,2024-02-06,730724830,227,2024-04-04 03:42:30.223997
38777,FRANKLIN RESOURCES INC,0000038777-24-000028,2023-12-31,2024-02-09,213868382122,9225,2024-04-04 03:42:30.223997
936698,FRONT BARNETT ASSOCIATES LLC,0000936698-23-000004,2023-09-30,2023-11-13,833326,113,2024-04-04 03:42:30.223997
1082327,"FULLER & THALER ASSET MANAGEMENT, INC.",0001082327-24-000044,2023-12-31,2024-02-13,19739235454,524,2024-04-04 03:42:30.223997
1829231,"FWL INVESTMENT MANAGEMENT, LLC",0001999371-24-002123,2023-12-31,2024-02-13,171640921,250,2024-04-04 03:42:30.223997
1732687,"Factorial Partners, LLC",0001214659-24-002428,2023-12-31,2024-02-13,157963850,80,2024-04-04 03:42:30.223997
1681372,"Fairbanks Capital Management, Inc.",0001681372-24-000001,2023-12-31,2024-02-14,140066148,53,2024-04-04 03:42:30.223997
1645890,Fiduciary Group LLC,0001645890-24-000001,2023-12-31,2024-02-05,853608757,258,2024-04-04 03:42:30.223997
1420473,Financial Engines Advisors L.L.C.,0001214659-24-002436,2023-12-31,2024-02-13,42396574002,318,2024-04-04 03:42:30.223997
1731169,"Financial Partners Group, Inc",0001731169-24-000001,2023-12-31,2024-02-09,557721080,167,2024-04-04 03:42:30.223997
1965246,"Financial Partners Group, LLC",0001221073-24-000019,2023-12-31,2024-02-12,221102133,81,2024-04-04 03:42:30.223997
1608126,Finepoint Capital LP,0000904454-24-000134,2023-12-31,2024-02-13,316969147,27,2024-04-04 03:42:30.223997
1377581,"First Pacific Advisors, LP",0001377581-24-000002,2023-12-31,2024-02-12,6677323305,82,2024-04-04 03:42:30.223997
1390043,First Washington CORP,0001390043-24-000001,2023-12-31,2024-02-14,260072973,55,2024-04-04 03:42:30.223997
1594912,"Foresite Capital Management II, LLC",0001104659-23-117289,2023-09-30,2023-11-13,29226780,1,2024-04-04 03:42:30.223997
1704132,"Foresite Capital Management IV, LLC",0001104659-24-019703,2023-12-31,2024-02-13,197872800,5,2024-04-04 03:42:30.223997
1792206,"Foresite Capital Management V, LLC",0001104659-24-019707,2023-12-31,2024-02-13,73391659,5,2024-04-04 03:42:30.223997
1963062,Forge First Asset Management Inc.,0001214659-24-002212,2023-12-31,2024-02-09,198103655,37,2024-04-04 03:42:30.223997
1697478,"Fortis Advisors, LLC",0001697478-24-000002,2023-12-31,2024-02-13,147414571,265,2024-04-04 03:42:30.223997
1789908,Fosse Capital Partners LLP,0001789908-24-000002,2023-12-31,2024-02-09,246753114,3,2024-04-04 03:42:30.223997
1832190,"Founders Financial Alliance, LLC",0001398344-24-002490,2023-12-31,2024-02-09,257868620,491,2024-04-04 03:42:30.223997
1956790,"FourThought Financial Partners, LLC",0001765380-24-000024,2023-12-31,2024-02-06,796002773,312,2024-04-04 03:42:30.223997
1566653,"Freedom Investment Management, Inc.",0001062993-24-003073,2023-12-31,2024-02-14,1227198611,744,2024-04-04 03:42:30.223997
1796107,Freemont Capital Pte Ltd,0001104659-24-013474,2023-12-31,2024-02-12,19939208,4,2024-04-04 03:42:30.223997
1609120,Freemont Management S.A.,0001104659-24-013473,2023-12-31,2024-02-12,795216721,81,2024-04-04 03:42:30.223997
1910146,"Frontier Asset Management, LLC",0001910146-24-000001,2023-12-31,2024-02-13,265633434,59,2024-04-04 03:42:30.223997
1737888,Fulcrum Equity Management,0001737888-24-000001,2023-12-31,2024-01-19,78014039,95,2024-04-04 03:42:30.223997
1757617,"Full Sail Capital, LLC",0001765380-24-000116,2023-12-31,2024-02-13,1315628655,234,2024-04-04 03:42:30.223997
1911970,Future Fund LLC,0001420506-24-000378,2023-12-31,2024-02-14,36295232,29,2024-04-04 03:42:30.223997
941560,GARDNER LEWIS ASSET MANAGEMENT L P,0000941560-24-000002,2023-12-31,2024-02-13,295441795,53,2024-04-04 03:42:30.223997
1423876,"GARNET EQUITY CAPITAL HOLDINGS, INC.",0001493152-24-005051,2023-12-31,2024-02-06,321253769,29,2024-04-04 03:42:30.223997
1056581,GENDELL JEFFREY L,0001214659-24-002887,2023-12-31,2024-02-14,1839223490,113,2024-04-04 03:42:30.223997
1375534,GENERATION INVESTMENT MANAGEMENT LLP,0001172661-24-000995,2023-12-31,2024-02-14,22058331290,44,2024-04-04 03:42:30.223997
1009232,GENEVA CAPITAL MANAGEMENT LLC,0001009232-24-000003,2023-12-31,2024-02-07,5295414951,230,2024-04-04 03:42:30.223997
1214717,"GEODE CAPITAL MANAGEMENT, LLC",0001269241-24-000004,2023-12-31,2024-02-13,955851226534,4652,2024-04-04 03:42:30.223997
1265376,GEORGE KAISER FAMILY FOUNDATION,0001140361-24-006791,2023-12-31,2024-02-12,493707276,19,2024-04-04 03:42:30.223997
1688774,GFI Investment Counsel Ltd.,0001688774-24-000001,2023-12-31,2024-02-09,723131,17,2024-04-04 03:42:30.223997
921531,GLOBEFLEX CAPITAL L P,0000921531-24-000002,2023-12-31,2024-02-13,979572900,471,2024-04-04 03:42:30.223997
1106191,GMT CAPITAL CORP,0001420506-24-000213,2023-12-31,2024-02-12,2655203040,50,2024-04-04 03:42:30.223997
1278951,GOLDENTREE ASSET MANAGEMENT LP,0001085146-24-001244,2023-12-31,2024-02-14,963171759,30,2024-04-04 03:42:30.223997
1836021,"GPI CAPITAL, L.P.",0001836021-24-000002,2023-12-31,2024-02-12,421039979,5,2024-04-04 03:42:30.223997
1697233,GQG Partners LLC,0001062993-24-002850,2023-12-31,2024-02-13,47248576029,76,2024-04-04 03:42:30.223997
1660694,"GSB Wealth Management, LLC",0001398344-24-002684,2023-12-31,2024-02-13,325323629,206,2024-04-04 03:42:30.223997
1391974,GSI Capital Advisors LLC,0001172661-24-000685,2023-12-31,2024-02-12,165112185,52,2024-04-04 03:42:30.223997
1576350,GTCR LLC,0001140361-24-007603,2023-12-31,2024-02-14,1647714769,3,2024-04-04 03:42:30.223997
1512652,GUARDIAN CAPITAL ADVISORS LP,0001062993-24-002369,2023-12-31,2024-02-08,959043897,170,2024-04-04 03:42:30.223997
1224324,GUARDIAN CAPITAL LP,0001062993-24-002367,2023-12-31,2024-02-08,2790622553,154,2024-04-04 03:42:30.223997
1821462,GWM Asset Management Ltd,0001214659-24-002384,2023-12-31,2024-02-13,26236781,7,2024-04-04 03:42:30.223997
1624729,"GYROSCOPE CAPITAL MANAGEMENT GROUP, LLC",0001765380-23-000237,2023-09-30,2023-11-13,435949777,218,2024-04-04 03:42:30.223997
1960749,Gallacher Capital Management LLC,0001960749-24-000002,2023-12-31,2024-02-06,179354092,258,2024-04-04 03:42:30.223997
1666905,Garda Capital Partners LP,0001666905-24-000002,2023-12-31,2024-02-12,1158742566,455,2024-04-04 03:42:30.223997
1965351,Garden State Investment Advisory Services LLC,0001172661-24-000868,2023-12-31,2024-02-14,251563096,234,2024-04-04 03:42:30.223997
1729443,"Garrett Wealth Advisory Group, LLC",0001085146-24-001397,2023-12-31,2024-02-14,240024086,60,2024-04-04 03:42:30.223997
1570284,"Gator Capital Management, LLC",0001062993-24-002881,2023-12-31,2024-02-13,180980024,63,2024-04-04 03:42:30.223997
1963404,Gavilan Investment Partners LLC,0001963404-24-000002,2023-12-31,2024-02-06,269136239,13,2024-04-04 03:42:30.223997
1354739,Geller Advisors LLC,0001172661-24-001233,2023-12-31,2024-02-14,1026585285,262,2024-04-04 03:42:30.223997
1713678,"GenWealth Group, Inc.",0001172661-24-000198,2023-12-31,2024-01-11,361993797,70,2024-04-04 03:42:30.223997
1593387,"GeoWealth Management, LLC",0001593387-24-000002,2023-12-31,2024-02-13,1209199000,912,2024-04-04 03:42:30.223997
1825214,Ghisallo Capital Management LLC,0001172661-24-000997,2023-12-31,2024-02-14,967242095,119,2024-04-04 03:42:30.223997
1740316,Gifford Fong Associates,0001740316-24-000001,2023-12-31,2024-02-07,470095,140,2024-04-04 03:42:30.223997
1641864,Giverny Capital Inc.,0001641864-24-000003,2023-12-31,2024-02-09,2127597034,58,2024-04-04 03:42:30.223997
1766530,Gladstone Institutional Advisory LLC,0001172661-24-000609,2023-12-31,2024-02-09,1782899879,665,2024-04-04 03:42:30.223997
1604350,Glendon Capital Management LP,0001104659-24-013619,2023-12-31,2024-02-12,1323552479,22,2024-04-04 03:42:30.223997
1691827,Glenview Trust Co,0000950123-24-001446,2023-12-31,2024-02-12,4071920450,750,2024-04-04 03:42:30.223997
1584691,Global Alpha Capital Management Ltd.,0001426318-24-000004,2023-12-31,2024-02-09,1244119869,54,2024-04-04 03:42:30.223997
1512237,"Global Endowment Management, LP",0001085146-24-001117,2023-12-31,2024-02-12,898366045,127,2024-04-04 03:42:30.223997
1550057,"Goelzer Investment Management, Inc.",0001085146-24-000844,2023-12-31,2024-02-08,1554720842,228,2024-04-04 03:42:30.223997
1844142,Goepper Burkhardt LLC,0001844142-24-000001,2023-12-31,2024-02-12,200944281,79,2024-04-04 03:42:30.223997
1542300,"GoodHaven Capital Management, LLC",0001398344-24-002671,2023-12-31,2024-02-13,230554667,26,2024-04-04 03:42:30.223997
1908828,Gouws Capital LLC,0001172661-24-000322,2023-12-31,2024-01-24,122770268,45,2024-04-04 03:42:30.223997
1842881,Granger Management LLC,0001172661-24-000806,2023-12-31,2024-02-13,274474715,27,2024-04-04 03:42:30.223997
1352662,"Grantham, Mayo, Van Otterloo & Co. LLC",0001072613-24-000148,2023-12-31,2024-02-13,22660827923,485,2024-04-04 03:42:30.223997
1759803,"Graves Light Lenhart Wealth, Inc.",0001994220-24-000001,2023-12-31,2024-02-09,805036700,181,2024-04-04 03:42:30.223997
1815467,Great Mountain Partners LLC,0001104659-24-011064,2023-12-31,2024-02-06,1082949257,2,2024-04-04 03:42:30.223997
1532262,"Greenbrier Partners Capital Management, LLC",0001532262-24-000003,2023-12-31,2024-02-14,990273953,13,2024-04-04 03:42:30.223997
1910274,Greycroft LP,0001104659-24-014627,2023-12-31,2024-02-12,145785270,6,2024-04-04 03:42:30.223997
1534450,"Ground Swell Capital, LLC",0001420506-24-000308,2023-12-31,2024-02-13,27185303,68,2024-04-04 03:42:30.223997
1728718,Growth Interface Management LLC,0001728718-24-000002,2023-12-31,2024-02-05,0,1,2024-04-04 03:42:30.223997
1103738,"Gruss & Co., LLC",0001085146-24-000530,2023-12-31,2024-01-26,12922153,18,2024-04-04 03:42:30.223997
1767564,"H&F Corporate Investors IX, Ltd.",0000950123-24-001939,2023-12-31,2024-02-13,130772532,1,2024-04-04 03:42:30.223997
1767563,"H&F Corporate Investors VIII, Ltd.",0000950123-24-001947,2023-12-31,2024-02-13,804172583,2,2024-04-04 03:42:30.223997
1901930,"H&F Corporate Investors X, Ltd.",0000950123-24-001946,2023-12-31,2024-02-13,1950052882,1,2024-04-04 03:42:30.223997
750577,HANCOCK WHITNEY CORP,0000950123-24-002360,2023-12-31,2024-02-14,2694900342,1371,2024-04-04 03:42:30.223997
1128074,HANSEATIC MANAGEMENT SERVICES INC,0001128074-24-000001,2023-12-31,2024-02-15,57414175,109,2024-04-04 03:42:30.223997
1535845,HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,0001535845-24-000002,2023-12-31,2024-02-14,29694805845,981,2024-04-04 03:42:30.223997
1877822,"HFR Wealth Management, LLC",0001877822-24-000002,2023-12-31,2024-02-13,368918,53,2024-04-04 03:42:30.223997
919185,HIGHBRIDGE CAPITAL MANAGEMENT LLC,0000019617-24-000192,2023-12-31,2024-02-12,2452501252,360,2024-04-04 03:42:30.223997
1817652,HIMENSION CAPITAL (SINGAPORE) PTE. LTD.,0001817652-24-000002,2023-12-31,2024-02-14,1101396834,36,2024-04-04 03:42:30.223997
1161722,HOLLENCREST CAPITAL MANAGEMENT,0001161722-24-000001,2023-12-31,2024-02-14,1057452060,1050,2024-04-04 03:42:30.223997
1164833,HOTCHKIS & WILEY CAPITAL MANAGEMENT LLC,0001172661-24-001127,2023-12-31,2024-02-14,28097106077,478,2024-04-04 03:42:30.223997
1616282,"HP Holding LLC f/k/a ISTM Associates, LLC",0000950123-24-001951,2023-12-31,2024-02-13,84496005,1,2024-04-04 03:42:30.223997
1670185,"HPS Investment Partners, LLC",0000950142-24-000338,2023-12-31,2024-02-09,95244358,7,2024-04-04 03:42:30.223997
1475597,HRT FINANCIAL LP,0001475597-24-000002,2023-12-31,2024-02-09,13698783,2276,2024-04-04 03:42:30.223997
873630,HSBC HOLDINGS PLC,0000873630-24-000001,2023-12-31,2024-02-12,114695480638,7941,2024-04-04 03:42:30.223997
1885404,"HST Ventures, LLC",0001420506-24-000372,2023-12-31,2024-02-14,283076309,49,2024-04-04 03:42:30.223997
1851813,"Hackensack Meridian Health, Inc.",0001851813-24-000002,2023-12-31,2024-02-08,497967436,4,2024-04-04 03:42:30.223997
1635409,"Harbor Spring Capital, LLC",0001635409-24-000003,2023-12-31,2024-02-14,0,0,2024-04-04 03:42:30.223997
1652327,"Harspring Capital Management, LLC",0001652327-24-000002,2023-12-31,2024-02-14,421895859,17,2024-04-04 03:42:30.223997
1796409,Heard Capital LLC,0001172661-24-000769,2023-12-31,2024-02-13,1506967200,26,2024-04-04 03:42:30.223997
1512022,Herald Investment Management Ltd,0001512022-24-000001,2023-12-31,2024-02-14,523513700,98,2024-04-04 03:42:30.223997
1776074,"Hi-Line Capital Management, LLC",0001951757-24-000219,2023-12-31,2024-02-06,258048921,38,2024-04-04 03:42:30.223997
1519113,"Highlander Capital Management, LLC",0001519113-24-000001,2023-12-31,2024-01-24,280774368,988,2024-04-04 03:42:30.223997
1979028,"Hill Investment Group Partners, LLC",0001979028-24-000001,2023-12-31,2024-01-18,679388118,68,2024-04-04 03:42:30.223997
1541211,"Hilton Capital Management, LLC",0001999371-24-001747,2023-12-31,2024-02-09,932984079,164,2024-04-04 03:42:30.223997
1762718,Horiko Capital Management LLC,0001754960-24-000078,2023-12-31,2024-02-13,291878955,41,2024-04-04 03:42:30.223997
1426940,"Horizon Investment Services, LLC",0001085146-24-001034,2023-12-31,2024-02-12,185237512,107,2024-04-04 03:42:30.223997
1733173,Howard Capital Management Inc.,0001085146-24-000548,2023-12-31,2024-01-30,809122689,65,2024-04-04 03:42:30.223997
1511697,Huber Capital Management LLC,0001085146-24-001217,2023-12-31,2024-02-13,397469306,97,2024-04-04 03:42:30.223997
1845373,Humankind Investments LLC,0001420506-24-000376,2023-12-31,2024-02-14,337177361,135,2024-04-04 03:42:30.223997
1892772,"Hyundai Investments Co., Ltd.",0001140361-24-007310,2023-12-31,2024-02-13,373489601,1,2024-04-04 03:42:30.223997
1811472,I.G.Y. Ltd,0000919574-24-001160,2023-12-31,2024-02-14,180358970,3,2024-04-04 03:42:30.223997
1633625,IAT REINSURANCE CO LTD.,0001214659-24-002141,2023-12-31,2024-02-08,540871436,83,2024-04-04 03:42:30.223997
1944579,"ICA Group Wealth Management, LLC",0001944579-24-000001,2023-12-31,2024-03-08,448311987,1339,2024-04-04 03:42:30.223997
1794820,ICW Investment Advisors LLC,0001172661-24-000451,2023-12-31,2024-02-05,205386645,138,2024-04-04 03:42:30.223997
1728319,"IFG Advisory, LLC",0001728319-24-000002,2023-12-31,2024-01-17,1366226371,576,2024-04-04 03:42:30.223997
1673815,"INSTITUTIONAL & FAMILY ASSET MANAGEMENT, LLC",0001104659-24-010973,2023-12-31,2024-02-06,608021203,713,2024-04-04 03:42:30.223997
1443077,INTACT INVESTMENT MANAGEMENT INC.,0001062993-24-001872,2023-12-31,2024-02-05,2472214115,256,2024-04-04 03:42:30.223997
1086318,INTECH INVESTMENT MANAGEMENT LLC,0001085146-24-001002,2023-12-31,2024-02-09,6863782870,689,2024-04-04 03:42:30.223997
1092838,INTREPID CAPITAL MANAGEMENT INC,0001092838-24-000002,2023-12-31,2024-02-14,146244532,111,2024-04-04 03:42:30.223997
1034771,INTRUST BANK NA,0001062993-24-001934,2023-12-31,2024-02-05,861964973,707,2024-04-04 03:42:30.223997
1989341,INVENIO WEALTH PARTNERS LLC,0001989341-24-000001,2023-12-31,2024-02-09,138292836,96,2024-04-04 03:42:30.223997
870481,INVESCO SENIOR SECURED MANAGEMENT INC /ADV,0000914208-24-000150,2023-12-31,2024-02-12,102665500,7,2024-04-04 03:42:30.223997
1484043,ITHAKA GROUP LLC,0001104659-24-013888,2023-12-31,2024-02-12,505921260,37,2024-04-04 03:42:30.223997
1839851,"IVY LANE CAPITAL MANAGEMENT, LLC",0001839851-24-000001,2023-12-31,2024-02-05,157180488,12,2024-04-04 03:42:30.223997
1786767,Impactive Capital LP,0001786767-24-000006,2023-12-31,2024-02-14,2435542596,8,2024-04-04 03:42:30.223997
1483866,Independent Franchise Partners LLP,0001172661-24-000783,2023-12-31,2024-02-13,11764526564,25,2024-04-04 03:42:30.223997
1749333,Infusive Asset Management Inc.,0001965207-24-000002,2023-12-31,2024-02-14,220629735,18,2024-04-04 03:42:30.223997
1305473,"Insight Holdings Group, LLC",0000899140-24-000179,2023-12-31,2024-02-12,4142731322,32,2024-04-04 03:42:30.223997
1917704,Integrity Financial Corp /WA,0001398344-24-002255,2023-12-31,2024-02-07,137996193,197,2024-04-04 03:42:30.223997
1845998,"Interchange Capital Partners, LLC",0001172661-24-000098,2023-12-31,2024-01-09,133481020,150,2024-04-04 03:42:30.223997
914208,Invesco Ltd.,0000914208-24-000213,2023-12-31,2024-02-13,420237004974,22913,2024-04-04 03:42:30.223997
1850996,"IronBridge Private Wealth, LLC",0001172661-24-000705,2023-12-31,2024-02-12,205116763,75,2024-04-04 03:42:30.223997
1706511,Israel Discount Bank of New York,0001706511-24-000001,2023-12-31,2024-02-05,127695,165,2024-04-04 03:42:30.223997
1535293,J.Safra Asset Management Corp,0001535293-24-000003,2023-12-31,2024-02-02,711351758,126,2024-04-04 03:42:30.223997
821197,JOHNSON INVESTMENT COUNSEL INC,0001104659-24-011555,2023-12-31,2024-02-07,8511134752,711,2024-04-04 03:42:30.223997
1605911,"Jackson Square Partners, LLC",0001104659-24-012293,2023-12-31,2024-02-08,3077331551,83,2024-04-04 03:42:30.223997
1689646,Jacobi Capital Management LLC,0001689646-24-000002,2023-12-31,2024-02-14,975040254,466,2024-04-04 03:42:30.223997
